ID,Codigo,Respostas
"19116110","0701",""","C","D","C","E","A","A","B","C","D","C","B","E","E","E","C","D","E","D","A","A","A","A","A","D","A","A","A","B","B"
"19112822","0701",""","E","A","C","D","E","B","A","D","B","D","E","A","B","D","A","D","A","D","D","A","D","B","E","D","A","E","D","B","B"
"19116709","0701",""","C","A","A","B","B","E","A","E","B","D","E","A","C","E","A","D","B","A","B","B","D","E","C","A","D","C","B","B","C"
"19126399","0701",""","C","A","A","D","B","B","A","E","D","A","E","A","B","A","E","C","B","B","B","D","E","E","D","B","E","C","B","E","E"
"19131701","0701",""","C","E","C","B","E","B","A","D","D","A","E","A","B","D","C","E","C","D","A","A","C","A","A","C","E","B","B","C","E"
"19132630","0701",""","C","A","B","D","C","A","B","A","C","A","A","A","B","B","B","E","C","E","B","A","D","B","B","B","A","C","B","B","A"
"19144734","0701",""","B","B","C","A","D","C","B","D","C","C","B","E","D","A","E","E","B","C","C","A","C","C","A","D","B","B","D","B","E"
"19124080","0701",""","C","A","D","B","A","D","B","D","A","A","E","A","A","C","E","B","D","D","D","A","D","B","D","C","C","E","C","A","A"
"19115912","0701",""","C","C","C","C","C","D","A","E","C","D","D","A","A","C","C","D","C","B","D","C","D","C","D","D","C","C","E","A","B"
"19115689","0701",""","C","A","A","B","B","D","A","B","D","D","B","A","B","C","E","A","B","B","B","B","D","E","C","C","E","D","C","E","C"
"19102232","0701",""","B","B","A","B","B","A","C","A","E","D","E","A","B","E","B","B","C","C","D","A","D","A","A","E","D","E","D","D","C"
"19133661","0701",""","B","A","A","D","B","C","A","D","D","E","D","A","D","A","A","A","C","C","B","D","C","C","A","C","A","E","D","B","A"
"19115754","0701",""","E","A","E","D","B","D","A","A","B","B","B","A","D","C","A","E","A","E","A","E","A","C","D","C","A","E","E","B","E"
"19123993","0701",""","D","A","E","B","A","A","E","D","A","D","D","A","E","E","C","E","A","E","D","C","C","D","A","E","A","C","C","E","E"
"19112055","0701",""","B","C","C","D","D","C","A","A","A","D","D","A","B","C","D","B","A","C","A","A","E","D","B","C","C","D","B","D","A"
"19105062","0701",""","C","A","A","B","E","C","A","E","B","A","E","A","A","E","E","D","E","C","B","D","D","A","D","C","D","C","B","E","C"
"19131294","0701",""","C","B","A","D","B","C","E","A","D","A","E","D","C","D","B","C","C","B","B","D","E","A","E","C","C","A","D","A","C"
"19133908","0701",""","B","A","C","D","B","C","A","A","D","B","D","A","A","E","B","E","C","C","D","B","A","B","B","C","D","E","B","A","D"
"19114214","0701",""","C","E","A","D","C","C","C","A","D","C","B","A","C","D","E","A","A","A","D","B","E","D","D","C","B","C","B","A","C"
"19118120","0701",""","D","A","C","C","B","D","B","E","D","A","*","A","C","C","E","E","D","C","A","A","A","C","C","C","B","E","D","B","C"
"19112022","0701",""","C","B","C","E","E","D","B","E","A","D","D","A","C","C","E","B","A","E","B","D","E","D","A","D","B","E","B","B","C"
"19103542","0701",""","B","A","A","D","B","B","A","D","D","D","D","A","A","D","D","C","D","D","D","A","D","E","E","C","D","B","B","D","C"
"19138244","0701",""","C","A","C","B","B","D","A","B","D","C","B","D","A","E","C","D","C","C","B","A","B","A","D","B","D","C","E","B","B"
"19135104","0701",""","C","A","B","D","E","E","B","A","C","A","C","A","A","C","D","B","C","B","D","A","D","B","D","A","B","C","E","E","C"
"19100817","0701",""","D","A","A","B","A","B","E","D","D","D","B","A","B","B","E","A","C","B","B","B","D","C","E","E","B","E","D","D","E"
"19129035","0701",""","C","A","D","A","C","D","A","B","E","C","B","C","A","D","B","E","E","E","B","D","C","C","D","D","D","A","C","C","E"
"19122386","0701",""","C","A","C","A","B","D","A","D","B","A","D","A","A","B","A","E","D","D","B","A","D","B","A","C","D","D","C","B","E"
"19107730","0701",""","C","C","C","D","E","A","D","A","D","E","B","A","E","D","E","A","A","B","D","A","D","D","D","D","C","E","D","D","C"
"19123834","0701",""","D","B","B","B","E","A","B","E","C","A","D","A","A","C","C","E","B","E","A","B","B","C","C","E","A","E","D","D","C"
"19142724","0701",""","A","B","E","D","A","B","B","B","C","D","D","A","B","C","C","E","B","E","E","A","D","E","A","B","E","C","A","E","C"
"19122753","0701",""","C","A","C","D","E","E","A","D","B","D","B","A","B","A","C","E","C","D","B","A","D","B","B","C","E","E","A","B","E"
"19118371","0701",""","D","B","B","D","B","D","A","E","B","D","C","A","D","D","E","B","D","B","D","A","D","C","C","C","D","C","D","B","A"
"19125240","0701",""","C","E","A","B","B","A","E","E","B","A","B","A","B","E","E","E","D","D","D","B","D","B","B","B","D","B","C","A","C"
"19141025","0701",""","D","A","A","D","B","A","A","E","B","D","D","A","D","D","A","D","A","B","D","D","D","B","A","D","C","A","B","A","C"
"19135157","0701",""","D","C","A","B","B","A","A","E","D","D","B","A","C","D","E","E","A","B","B","A","E","A","E","A","E","A","D","C","C"
"19122762","0701",""","D","A","E","B","A","B","A","E","B","E","E","A","A","A","C","E","D","C","D","A","D","C","C","D","C","A","B","D","C"
"19136088","0701",""","C","B","A","B","B","D","E","B","B","A","B","A","C","D","A","E","B","E","A","B","D","E","E","B","D","E","D","B","E"
"19110047","0701",""","C","B","A","D","D","D","B","A","C","A","D","A","A","A","D","B","C","A","A","E","D","C","B","C","B","C","E","B","B"
"19122304","0701",""","E","A","B","D","A","C","A","B","B","D","B","A","D","A","B","A","D","E","D","A","E","D","E","B","C","E","D","E","C"
"19106027","0701",""","E","E","A","D","A","C","B","A","C","A","B","D","B","E","A","C","B","A","E","C","D","A","B","C","B","C","D","B","B"
"19109852","0701",""","D","E","A","B","E","B","B","E","B","D","B","A","D","D","B","B","A","C","D","A","E","D","B","C","D","E","B","B","D"
"19129489","0701",""","D","B","A","C","A","B","C","A","B","D","A","D","C","A","E","B","D","A","D","A","D","B","C","E","A","D","D","A","C"
"19138986","0701",""","B","B","B","E","D","D","A","A","B","D","D","A","D","E","A","D","B","C","D","E","E","D","A","C","E","D","B","D","D"
"19109908","0701",""","B","A","B","B","E","B","B","D","B","D","B","B","C","B","B","D","B","D","B","A","A","E","C","C","E","A","B","D","A"
"19114556","0701",""","C","A","E","A","B","C","A","E","B","A","B","A","A","E","A","E","B","A","B","B","D","E","D","C","A","E","B","E","C"
"19128535","0701",""","E","B","B","D","B","D","E","E","B","D","D","C","C","B","E","D","C","A","A","D","C","B","A","E","A","B","A","B","D"
"19141798","0701",""","E","B","A","B","A","B","B","D","B","D","B","A","E","B","C","E","A","E","B","A","C","C","E","A","D","B","E","B","A"
"19140884","0701",""","C","A","E","C","B","B","A","D","B","D","B","A","C","D","D","E","B","D","D","A","E","A","E","C","E","C","C","E","C"
"19130712","0701",""","B","A","A","E","A","C","C","D","C","E","A","C","D","B","D","E","B","C","B","A","D","B","C","B","B","D","C","A","B"
"19111326","0701",""","D","E","B","B","A","E","E","A","B","D","C","A","A","B","E","E","B","C","D","C","B","B","C","D","D","B","B","*","E"
"19117285","0701",""","C","B","A","B","E","A","A","A","B","C","A","A","A","B","B","A","A","D","B","A","D","A","E","B","C","A","D","B","C"
"19114353","0701",""","E","C","B","E","D","D","B","A","D","D","E","D","C","C","C","E","C","E","D","D","D","B","E","D","E","C","E","B","A"
"19132724","0701",""","C","A","B","B","E","D","A","E","B","D","B","A","B","C","E","C","A","A","C","A","D","B","E","E","C","D","B","E","B"
"19105711","0701",""","C","A","E","B","B","C","A","E","D","A","B","A","C","D","D","E","C","C","B","A","D","B","C","C","E","C","D","A","C"
"19126120","0701",""","D","A","D","B","B","A","A","E","D","A","B","A","B","D","B","C","E","B","D","A","A","C","C","B","A","C","D","B","A"
"19122790","0701",""","C","A","C","B","B","A","E","E","D","D","B","A","*","C","A","C","*","B","B","D","D","D","D","C","A","E","B","D","C"
"19121331","0701",""","D","B","A","B","B","D","A","E","D","E","D","A","B","D","E","D","A","B","B","A","B","E","B","C","E","C","B","B","C"
"19105728","0701",""","A","A","D","B","B","C","A","E","D","A","B","A","D","C","B","D","C","B","D","C","A","A","D","C","A","E","C","A","C"
"19127988","0701",""","C","A","C","D","B","D","C","A","D","D","B","A","A","E","C","B","A","D","B","A","D","B","C","D","D","D","B","D","E"
"19115834","0701",""","A","A","A","B","B","C","E","A","B","D","D","A","C","A","E","B","B","E","B","A","B","C","B","B","D","C","C","E","A"
"19130946","0701",""","E","B","C","D","B","D","E","A","C","A","E","A","B","D","B","C","D","B","D","D","D","C","E","D","B","A","D","B","E"
"19114293","0701",""","A","B","C","B","E","D","C","A","B","C","B","A","B","B","D","D","C","A","B","A","B","B","A","D","B","C","E","E","D"
"19118324","0701",""","A","A","C","B","B","D","B","E","C","E","B","A","C","C","E","E","C","E","A","E","D","B","E","B","D","C","C","B","C"
"19126208","0701",""","D","A","A","B","B","B","A","E","A","A","B","A","B","E","E","E","C","B","B","A","E","A","C","E","C","E","B","D","C"
"19111149","0701",""","C","C","E","A","B","D","A","B","B","B","C","A","A","A","E","E","A","C","B","A","D","B","D","C","D","D","C","B","A"
"19105513","0701",""","C","A","D","E","E","B","E","D","D","B","A","A","A","A","D","E","C","C","B","A","E","D","A","D","A","B","C","D","A"
"19114070","0701",""","C","C","E","B","A","D","A","A","D","A","C","E","C","E","C","D","D","C","D","A","E","E","B","C","C","E","B","B","C"
"19142268","0701",""","D","C","A","D","B","B","E","A","C","D","A","A","B","B","C","D","E","B","B","C","D","A","E","B","D","D","B","A","B"
"19126246","0701",""","D","A","B","D","A","D","A","A","B","D","B","A","C","C","C","E","C","A","D","A","B","C","E","C","A","C","D","B","B"
"19110101","0701",""","C","C","A","D","A","D","B","A","D","D","A","A","A","C","D","A","C","B","D","D","A","B","E","C","E","E","D","C","D"
"19105830","0701",""","B","C","C","D","A","C","E","A","A","C","D","A","D","D","D","E","A","C","D","B","D","A","E","A","E","E","B","D","C"
"19107503","0701",""","C","B","C","D","B","D","A","D","D","A","B","A","A","E","B","E","A","E","B","A","E","E","B","C","D","D","D","B","C"
"19102373","0701",""","D","A","E","B","B","C","A","E","B","A","B","A","A","B","B","E","C","C","B","B","B","C","C","C","D","D","C","D","*"
"19129103","0701",""","D","A","B","B","B","C","A","E","D","C","B","A","B","D","E","A","B","E","D","B","E","B","A","B","C","D","C","E","C"
"19116714","0701",""","D","A","C","D","C","A","A","A","D","E","B","A","A","E","E","A","A","B","D","B","A","B","C","D","E","B","B","B","A"
"19120525","0701",""","C","A","E","B","E","D","A","E","D","A","B","C","E","C","B","E","E","B","D","D","E","A","C","C","D","C","B","E","C"
"19102985","0701",""","D","A","B","E","B","C","A","D","B","D","E","A","B","B","E","A","A","B","A","E","D","A","D","D","C","B","D","D","E"
"19128195","0701",""","E","A","A","E","A","B","E","A","A","D","E","D","A","C","E","B","A","B","B","A","B","B","E","D","D","B","D","B","E"
"19112131","0701",""","C","A","A","B","B","A","C","E","D","C","B","A","B","D","E","A","C","A","B","B","D","E","C","C","D","C","B","B","C"
"19138794","0701",""","C","E","D","C","B","B","C","A","A","A","B","A","A","D","E","E","E","B","B","A","E","A","E","B","D","C","B","D","A"
"19123427","0701",""","D","A","E","B","B","E","A","D","D","D","B","A","C","C","B","A","B","E","B","B","D","D","A","C","C","B","D","A","C"
"19103204","0701",""","C","C","A","D","E","D","A","A","B","D","E","A","A","B","C","D","E","D","A","B","D","C","E","C","E","B","A","E","D"
"19114958","0701",""","D","A","A","A","B","A","A","A","D","C","E","A","B","E","E","E","C","D","E","E","E","D","C","C","D","E","D","B","C"
"19106769","0701",""","B","C","A","E","D","B","E","E","B","D","B","A","C","B","C","E","D","B","B","E","D","D","C","D","C","E","B","B","B"
"19102622","0701",""","C","C","B","E","A","C","E","D","B","B","C","B","A","A","D","A","C","C","C","C","B","D","B","B","E","E","B","A","A"
"19103517","0701",""","D","A","E","D","B","B","A","E","C","D","B","A","B","C","E","D","D","B","D","D","E","E","C","C","D","D","B","B","C"
"19130650","0701",""","C","C","A","E","B","C","A","A","B","B","E","A","D","C","C","B","B","A","B","D","E","B","C","E","A","C","B","D","C"
"19129725","0701",""","C","E","D","D","E","B","A","C","B","A","D","D","B","C","A","E","C","A","D","A","C","E","E","C","E","C","E","B","C"
"19106620","0701",""","D","A","C","D","B","C","A","E","C","C","B","A","E","D","E","E","D","B","B","A","D","C","D","B","A","A","C","E","E"
"19106842","0701",""","C","B","A","E","E","B","A","A","C","E","C","A","B","C","D","C","C","A","E","A","A","A","A","C","B","E","C","D","D"
"19106791","0701",""","D","A","E","B","B","C","A","E","D","D","B","A","B","B","E","A","D","B","B","B","E","B","D","C","D","D","C","B","C"
"19144890","0701",""","D","B","C","D","E","C","D","E","B","A","D","A","B","A","C","E","A","C","D","A","C","C","C","A","C","E","B","D","C"
"19119170","0701",""","C","A","E","D","C","B","A","E","D","C","B","A","B","C","E","E","A","C","B","A","B","E","A","B","A","A","E","E","C"
"19133667","0701",""","C","A","A","E","C","C","A","A","B","A","A","A","B","D","B","E","B","A","B","A","C","B","D","D","E","E","D","B","C"
"19113343","0701",""","C","A","D","D","A","B","A","E","B","A","B","A","E","C","D","E","A","C","B","B","E","B","D","C","A","A","D","A","C"
"19127996","0701",""","C","A","A","D","B","E","A","A","D","B","B","A","C","D","B","E","E","C","B","E","E","D","D","D","C","A","D","C","E"
"19128125","0701",""","C","B","C","D","A","B","B","A","B","D","E","A","B","A","B","B","C","C","D","A","E","B","C","B","D","D","B","D","C"
"19109973","0701",""","E","B","E","D","E","E","E","A","C","E","B","A","C","*","D","E","D","D","D","A","B","D","E","A","C","E","C","D","A"
"19102401","0701",""","C","B","E","E","E","A","A","B","B","C","B","A","B","B","B","B","B","A","D","B","E","A","D","C","B","A","D","C","A"
"19113535","0701",""","C","C","D","B","A","B","A","A","A","E","B","B","B","C","B","A","B","A","E","D","B","D","E","E","A","A","C","D","A"
"19141069","0701",""","C","E","D","D","A","C","A","A","B","C","E","A","C","E","E","B","C","C","B","A","E","E","C","B","C","E","C","B","C"
"19141504","0701",""","D","B","*","E","A","D","E","A","A","A","B","B","B","A","D","B","B","C","B","A","D","C","B","B","A","B","B","E","C"
"19141335","0701",""","B","E","C","A","E","B","E","A","B","C","B","D","C","B","C","D","B","E","C","A","C","A","A","B","D","C","E","B","B"
